"|","|__0","|__1","|__2","|__3","|__4","|__5","|__6","|__7","|__8","|__9","|__10","|__11","|__12","|__13","|__14","|__15","|__16","|__17","|__18","|__19","|__20","|__21","|__22","|__23","|__24","|__25","|__26","|__27","|__28","|__29","|__30","|__31","|__32","|__33","|__34","|__35","|__36","|__37","|__38","|__39","|__40","|__41","|__42","|__43","|__44","|__45","|__46","|__47","|__48","|__49","|__50","|__51","|__52","|__53","|__54","|__55","|__56","|__57","|__58","|__59","|__60","|__61","|__62","|__63","|__64","|__65","|__66","|__67","|__68","|__69","|__70","|__71","|__72","|__73","|__74","|__75","|__76","|__77","|__78","|__79","|__80","|__81","|__82","|__83","|__84","|__85","|__86","|__87","|__88","|__89","|__90","|__91"
"Date","1996-02-29","1996-05-31","1996-08-31","1996-11-30","1997-02-28","1997-05-31","1997-08-31","1997-11-30","1998-02-28","1998-05-31","1998-08-31","1998-11-30","1999-02-28","1999-05-31","1999-08-31","1999-11-30","2000-02-29","2000-05-31","2000-08-31","2000-11-30","2001-02-28","2001-05-31","2001-08-31","2001-11-30","2002-02-28","2002-05-31","2002-08-31","2002-11-30","2003-02-28","2003-05-31","2003-08-31","2003-11-30","2004-02-29","2004-05-31","2004-08-31","2004-11-30","2005-02-28","2005-05-31","2005-08-31","2005-11-30","2006-02-28","2006-05-31","2006-08-31","2006-11-30","2007-02-28","2007-05-31","2007-08-31","2007-11-30","2008-02-29","2008-05-31","2008-08-31","2008-11-30","2009-02-28","2009-05-31","2009-08-31","2009-11-30","2010-02-28","2010-05-31","2010-08-31","2010-11-30","2011-02-28","2011-05-31","2011-08-31","2011-11-30","2012-02-29","2012-05-31","2012-08-31","2012-11-30","2013-02-28","2013-05-31","2013-08-31","2013-11-30","2014-02-28","2014-05-31","2014-08-31","2014-11-30","2015-02-28","2015-05-31","2015-08-31","2015-11-30","2016-02-29","2016-05-31","2016-08-31","2016-11-30","2017-02-28","2017-05-31","2017-08-31","2017-11-30","2018-02-28","2018-05-31","2018-08-31","2018-11-30"
"Season","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH","POMRB","PREMON","MONSOON","POMKH"
"HP_EWMA","57.77","38.2366","24.36196","17.3367950476","14.1649659174","12.0735795504","9.9918400378","9.6606854179","9.2110978179","9.1565980848","8.3119588509","7.4481114809","7.7815941613","8.2393201332","7.0885206515","7.0222552481","7.6769207165","7.7672079855","7.3092047913","7.5530228748","6.4798137249","7.8250310921","6.9611900837","7.0658905206","7.4831962844","8.3693536682","8.3881057073","8.0539543336","8.1459310418","8.8644817019","8.2560223543","7.9669805014","7.9585472752","8.4845283651","8.0512670191","7.9567861855","8.1143248757","8.4854667202","8.1569096617","7.949133749","8.421041225","8.9405759546","8.2587552112","8.2455181871","8.7278892255","8.6117591765","7.6733931683","7.968785901","8.1186048738","8.9706751203","8.0863537902","7.6812299957","7.4366367314","8.3731425329","8.0934855197","7.6866318522","7.5269264797","7.8623051414","6.7321199269","6.5373498781","6.5233962281","7.0833177368","6.1257089521","6.0848120381","6.4328316672","7.1423291371","6.2305403395","6.1945124389","6.6426649101","7.2626758693","6.2843844688","6.1639376121","6.5004070116","6.6016918262","6.1208534797","5.6614423202","6.0341262617","6.3116186142","5.7046681381","5.7535377249","6.1726387641","6.8944649789","6.3590463341","6.5002441269","6.5601924533","6.8494043608","6.0271109709","6.1278129741","6.1280211177","9.2754793386","7.8255098256","6.8629840561"
"HP_DES","26.2309883906","13.2153122144","6.1818441018","3.6929067739","3.3378048956","3.4434310072","3.323289809","4.1599259499","4.8762312954","5.8147313673","6.0597428396","6.0144810247","6.6993486437","7.5504423675","7.0940256577","7.1538510982","7.7688771655","8.0426721668","7.8111355614","7.9893242634","7.117038918","7.9693668224","7.3515932356","7.2934446741","7.5384467671","8.2962829039","8.5349554733","8.4178617277","8.514859005","9.1309507567","8.7821621531","8.4881423601","8.341740419","8.6456430586","8.2969657646","8.115571274","8.1374752831","8.3965723083","8.1785595358","7.9749289233","8.2933189447","8.7856336142","8.3943077486","8.352208736","8.718980371","8.7059327725","7.9695680368","8.0161933586","8.0549608411","8.7377343551","8.1969989507","7.8066889974","7.4724473441","8.0912039682","7.9704062218","7.6662774153","7.4729763346","7.6720491719","6.7898654551","6.4277308159","6.2389711001","6.5822158806","5.8818562793","5.7280714409","5.9391236738","6.5803546715","6.0676083825","6.027953406","6.3945850343","7.0294724497","6.4648631487","6.3198933992","6.5271738997","6.6306515002","6.2710657171","5.8127532573","5.9498706361","6.1391327153","5.6883585966","5.6355108257","5.9302058999","6.60624356","6.4000848262","6.5731886072","6.6918153139","6.9905203064","6.4113235235","6.3624470921","6.2713990475","8.9435371568","8.5020747174","null"
"HP_TES","57.77","8.9365","3.55","6.799047619","57.77","0.0945517082","-4.8811350307","-0.4691049258","10.8441278918","9.3089960926","5.819177061","6.9937986121","6.5442473826","7.440767374","5.5417910934","4.8085481613","7.1260925181","7.9011897814","4.4526558685","6.16696322","8.0736100359","6.8291974814","5.7750660995","6.8139114023","4.338306682","9.6073268467","5.5653687865","7.6859912525","8.1198033787","9.7948556713","8.1611638846","7.1736234784","7.9320404049","9.5619604148","7.0283055587","7.2319108036","7.7512728346","9.2506479113","7.3202857332","7.72903566","8.1715433981","9.0721264952","7.7883199784","7.712933581","9.1731915851","9.7279250931","7.1013155346","7.8448015481","9.0842637799","8.0998013151","6.4277227497","8.5941822636","8.4080026745","9.7534157981","6.1535454424","6.914632603","7.1568577867","9.927555014","7.3431669136","6.2666679087","6.3599611685","7.6136995424","4.6514286362","5.8808283875","6.1538894041","7.6844094114","4.5644603627","5.967206847","6.8442351674","8.1243273421","4.7694854368","6.0461765511","7.149405197","7.9913480607","4.3778382527","5.7048713517","6.6065886912","6.524423747","5.0531385914","4.6806743671","6.511453477","6.6942190359","5.0653912554","6.0744843905","7.1711712979","8.109356023","5.4747137688","6.3879657189","6.3378003225","7.0227588966","5.8908277015","7.5152438276"
"HP_ARIMA","0.0","57.7672156631","33.3185819766","23.3493018002","44.8607119037","10.0080576286","6.3383298453","8.5444187933","10.3262740727","9.9082134683","8.4771014273","9.9323957336","9.3016601337","9.6054226624","8.2094553956","7.4566613974","8.8530555536","9.2737004311","6.8148961376","7.8491246752","9.0148375846","8.2888839392","7.5139624195","8.2843845416","6.187962185","9.6172057174","6.825361336","7.9509381636","8.5233531896","9.5747546698","8.7355330926","8.0852820045","8.5460619733","9.6250055584","7.8672263292","7.9703656165","8.2384277757","9.1328341325","7.8750751126","8.1410885741","8.473597917","8.9702461378","8.0864482312","8.0248468516","9.0334541691","9.4505275986","7.7358756074","8.3226566765","9.1477057052","8.4277173089","7.0677312606","8.4883213734","8.369728958","9.5783062462","7.2533109028","7.4848780085","7.4613481454","9.2650753383","7.8106437596","7.2681430747","7.3568449153","8.0345127907","5.8008912756","6.5526007586","6.6976296149","7.6617866573","5.5251926267","6.3841922862","6.9950939651","7.8493309478","5.6288898859","6.4423554384","7.2048686422","7.7821550759","5.4698432784","6.246896539","6.8654184203","6.6831081366","5.7791093212","5.4425615736","6.5471666126","6.6503753134","5.4242522305","6.1221673784","6.804682066","7.5838285986","5.9477435048","6.6623331122","6.6011986113","7.0006854913","5.6934766799","6.6853675839"
"JH_Trend","null","null","5.0918378427","5.0491046559","5.0350212881","4.9442655649","4.7977077382","4.6765232923","4.6288776457","4.5769658993","4.5854136069","4.7358142531","4.7927423963","4.7410435004","4.6500597714","4.5390487633","4.5955248122","4.8312586979","5.0790614948","5.2617606211","5.2967852708","5.2246671505","5.1501635576","5.1910226746","5.3755912492","5.4921759205","5.5325551781","5.5086220398","5.4049861564","5.3579343964","5.2695395048","5.1559336906","5.1430420597","5.1576624904","5.2191208752","5.3869367231","5.595935451","5.806593131","5.9328010849","5.9110478766","5.674006102","5.3253395361","5.1317898104","5.0759402933","5.0275756865","5.0096434014","5.0190451318","4.9961255944","4.9601293516","4.9592764684","4.9954328593","5.0088550825","5.2841703814","5.6299566883","5.7442552164","5.8963343616","6.1601576809","6.5437358874","6.9171591308","7.098289728","6.7755757197","6.1463908796","5.6581477317","5.3761007411","5.4266673002","5.5882882295","5.7025871094","5.7235041276","5.6640119941","5.4998431658","5.2426879689","5.0504403891","4.8608425881","4.9164715966","5.1571523898","5.1513136223","5.0755309041","5.1643762284","5.2953667109","5.5315271705","5.67684892","5.5341468329","5.3300555646","5.2582543825","5.2786501315","5.2558145529","5.2859397802","5.2584417725","5.2941712079","5.4953616035","null","null"
"JH_SMA","null","null","null","5.1283294953","5.0553461902","5.0428631215","5.0271794548","4.861351675","4.7340638015","4.618982783","4.6387725085","4.51515929","4.6556679238","4.8159605825","4.76952421","4.7125627908","4.587556752","4.4905407745","4.70050885","4.9620085458","5.1961144437","5.3274067985","5.266163743","5.183170558","5.1171565573","5.264888792","5.4862937065","5.4980581345","5.5670522217","5.4501918577","5.359780455","5.3560883377","5.1829906717","5.1288767095","5.15720741","5.1581175707","5.2801241797","5.4937492665","5.6981216355","5.9150646265","5.9505375432","5.87155821","5.476453994","5.1742250782","5.0893545425","5.062526044","4.992625329","5.0266614737","5.0114287898","4.980822399","4.9394363042","4.9791166325","5.011749086","5.005961079","5.5623796837","5.6975336928","5.79097674","6.0016919833","6.3186233785","6.7688483963","7.0654698652","7.1311095908","6.4200418488","5.8727399105","5.443555553","5.3086459292","5.5446886713","5.6318877877","5.773286431","5.6737218243","5.654302164","5.3453841675","5.1399917703","4.960889008","4.7607961683","5.072147025","5.2421577545","5.06046949","5.0905923183","5.2381601385","5.3525732833","5.7104810578","5.6432167823","5.4250768835","5.2350342458","5.2814745193","5.2758257438","5.235803362","5.3360761985","5.1808073465","5.4075350693","5.5831881378"
"JH_EWMA","5.626827957","6.2465882026","4.8808325028","4.8797245017","5.0617925958","5.8875940759","4.6403421599","4.4701058484","4.6123608062","5.4338053725","4.3997324987","4.127958902","4.6318864524","5.7019890143","4.4863444878","4.0887878247","4.408374144","5.4126560652","4.6486936391","4.6045968287","5.0924289832","6.0331567363","4.923005153","4.636394641","5.0058852694","6.2176020836","5.3879202246","4.9341667687","5.2949390856","6.204057791","5.2351354046","4.8365884892","4.9594358523","5.9161735114","5.1077339576","4.7616038782","5.1096556601","6.3481055349","5.6938889621","5.4604056665","5.5856933999","6.5073612455","5.1572756429","4.6548714098","4.9665799887","6.0929676012","4.7967983123","4.493042843","4.8451105542","5.9711157153","4.6574694292","4.4729340383","4.885257197","5.9859428898","5.5566355015","5.2286800961","5.4882137073","6.6848611852","6.4830767111","6.5049048503","6.7285429102","7.5340822677","5.8549009734","5.2523163064","5.2902948119","6.4552780107","5.5852868064","5.2300663927","5.5031826928","6.4237073685","5.5352729647","4.7057892932","4.8599885975","5.7512264917","4.811635895","4.7697684222","5.1703932421","5.6467680553","4.7971573584","4.9971898126","5.489907108","6.411128814","5.1481509728","4.8587621433","5.102782286","6.2531583584","5.0443306586","4.732434144","5.1874220248","6.0555120385","5.2885072231","5.1599849922"
"JH_DES","4.4192768856","4.7937425695","3.9870039392","3.9213881804","4.058647457","4.7634652829","4.1593518641","4.0516303575","4.1587775397","4.8315417199","4.3209765305","4.1094441481","4.4204362558","5.3077117146","4.7175956394","4.3983451591","4.5169631737","5.2478016486","4.884615103","4.8358519062","5.1676715057","5.9660092562","5.4111107473","5.1459438062","5.2925312757","6.1798665436","5.8034195347","5.4537280936","5.5886791959","6.2330101818","5.6760523693","5.2823132615","5.1920134638","5.7802092711","5.2962214645","4.9557514517","5.0667001139","5.9634458909","5.7373114581","5.6239454552","5.7054156639","6.41524285","5.6304235444","5.1255182206","5.1256392104","5.8473956953","5.056174763","4.6874214223","4.764644567","5.5453895698","4.7954615932","4.5556744088","4.7387904691","5.5702799647","5.5138241029","5.3835173709","5.588019942","6.5665550488","6.7476468402","6.9678606576","7.2788386709","8.0342440018","7.0353182559","6.3658451107","6.0405910494","6.6022306197","5.9660894979","5.5189441056","5.4928620749","6.0582273379","5.5280104181","4.8504745637","4.7425063394","5.2691899489","4.6949179381","4.5738140949","4.8026126344","5.2088792676","4.7475751267","4.851748273","5.2356431438","6.073590342","5.4599417947","5.2137127583","5.2907155295","6.1240974501","5.4558490474","5.1284876533","5.3055007688","5.9239346419","5.5214750143","null"
"JH_TES","5.4313946925","7.5328591133","3.3737251228","3.8918691052","5.6166888459","7.4492895853","3.3091063843","3.8283118308","5.2152380723","6.9871616299","2.8479947117","3.6715815579","4.8682392876","7.1523003662","3.2813236141","3.7561320188","4.7767898381","6.8306652537","2.9222633818","4.072534746","5.5042374718","7.6758472178","3.587154451","4.224820699","5.3836983903","7.4744525728","3.8321445832","4.8307331545","5.6747593697","7.7570150688","3.6921646303","4.5658696581","5.5507961525","7.3128072382","3.3762692974","4.4917902258","5.5205031972","7.5745286713","3.9719546431","5.2124371254","6.3240384406","8.0053025508","3.9820524286","4.326459692","5.2561218181","7.3477764179","3.6345086401","4.0171929376","5.197794003","7.2879821516","3.5394287156","3.8824142595","5.2283693937","7.3748705616","3.5643217752","5.1471988467","6.0851668604","7.9595378842","4.2944520363","6.1802032991","7.5507936934","9.2679003427","5.0136224081","4.8917772751","5.7548789855","7.5165930808","3.9449535303","4.9571161264","5.9799141617","7.9334949831","3.90260473","4.8948629534","5.256572128","7.1548128252","3.1590053038","4.1192789572","5.6195861","7.6964367724","2.9860421831","4.1116442392","5.9488038259","8.0980130174","3.9679379065","4.3887694511","5.5782116049","7.5079374432","3.8149585956","4.309246905","5.4532986718","7.6793684643","3.5399018248","4.7000953061"
"JH_ARIMA","0.0","0.0000020553","0.0000034858","0.0000020491","5.6268289964","7.0188086671","2.8291588094","4.8868135982","5.0592994129","6.8094116059","2.556742025","4.5545023903","4.7609390496","7.0404852876","3.0940004224","4.1551743775","4.9774450579","6.891464532","2.6147689793","4.5558322449","5.3652273068","7.3829711833","3.3562914247","4.4870595022","5.367798175","7.2499088815","3.4234761058","4.8335643806","5.3611075854","7.6384259026","3.4284781356","4.4967566488","5.4658607304","7.001947238","3.2436374578","4.6410630013","5.2947783602","7.4772999155","3.881146375","5.028435216","6.0339178303","7.6826154868","3.7864077037","4.1576629215","5.1515510221","7.3510913557","3.4211147089","3.8594950174","5.3782798791","7.445424293","3.5170088477","3.8664751363","5.3852718137","7.5166153533","3.4480773136","5.1989459824","5.7481628909","7.7537924126","4.3827956096","5.7644419056","6.8287553503","8.6214135418","4.3880930292","4.4150117361","5.5522123609","7.4421937267","3.4628061208","4.7179605792","5.6691469639","7.9857378654","4.0027207751","4.7343306493","5.0754633212","7.3024876593","3.3813172162","4.0426124286","5.7414634166","7.7960032544","2.8751031094","4.5997742228","6.1031417769","7.8527653854","3.916923077","4.2449569262","5.6184078682","7.7457261592","3.7343485901","4.0633039246","5.4619882259","7.8691803042","3.513493963","4.7315109406"
"GA_Trend","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5.5451898576","5.4368258052","5.275023283","5.2184140538","5.1982423388","5.2088105205","5.1848935843","5.0847786246","5.0235783575","4.8829538195","4.8002422526","4.8813376359","4.9822058125","5.2053137561","5.3974061272","5.3953223203","5.270501182","5.1346946057","5.0865252145","5.0149642286","5.0133412476","5.0634198359","4.9443620949","4.8604271895","4.799650127","4.7246421423","4.7905286651","4.8321815341","4.9165638195","5.0220330242","4.9951291526","4.9540315899","4.9537293226","4.9283975665","4.9675504914","4.9980057612","4.8587207917","4.7352136126","4.7171911669","4.7522313598","4.7951735946","4.8193738548","4.7548178838","4.6841446976","4.7096339928","4.5732517374","4.3565835081","4.2950427964","4.2976273441","4.217452741","4.193911276","4.3388612639","null","null"
"GA_SMA","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5.5535649842","5.536814731","5.3368368795","5.2132096865","5.223618421","5.1728662565","5.2447547845","5.125032384","5.0445248653","5.0026318498","4.7632757892","4.837208716","4.9254665557","5.0389450693","5.371682443","5.4231298115","5.367514829","5.173487535","5.0959016765","5.0771487525","4.9527797047","5.0739027905","5.0529368812","4.8357873085","4.8850670705","4.7142331835","4.735051101","4.8460062293","4.818356839","5.0147708","5.0292952485","4.9609630568","4.947100123","4.9603585223","4.8964366107","5.038664372","4.9573471505","4.760094433","4.7103327922","4.7240495415","4.780413178","4.8099340112","4.8288136982","4.6808220692","4.687467326","4.7318006595","4.4147028152","4.298464201","4.2916213917","4.3036332965","4.1312721855","4.2565503665","4.4211721612"
"GA_EWMA","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5.743191489","6.2034032654","5.515108626","5.346937516","5.4786387","5.7247070296","5.0300873758","5.0725787411","5.2328199718","5.6922374375","4.8190497797","4.8171441534","5.0125303945","5.1770939943","4.6282563966","4.8438806671","5.2101379243","5.8280383102","5.1011387757","5.0386261226","5.0165415272","5.5877430983","4.9269569702","4.7351265629","5.0282387285","5.5612159643","4.5636013734","4.595960824","4.671405066","5.3804244348","4.6326546609","4.5931537721","4.9839831725","5.5912104163","4.649794743","4.5812571274","4.9980586244","5.4973806291","4.8210612886","4.5539095004","4.6660457002","5.2185542493","4.6757122596","4.5568819014","4.715062474","5.2781718128","4.4746961913","4.4469046712","4.7200094695","4.7737834593","3.9860813964","4.1427872994","4.5567580941","4.4000548564","3.9622893243","4.3919069278"
"GA_DES","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5.1287987061","5.5970521685","5.0634625821","4.8996083892","5.0460955943","5.3820952534","4.821711795","4.8309064161","5.0063576517","5.5576937505","4.8361848357","4.7519432485","4.9033758629","5.0968187322","4.598845214","4.7423403191","5.1318682665","5.8994566102","5.3698960635","5.2587569176","5.1675107013","5.7010650308","5.1049668981","4.797527877","4.9739308352","5.5216432728","4.6326835391","4.5241858694","4.5203359594","5.2427523826","4.6470840446","4.5509699539","4.9147799978","5.637119445","4.8677552198","4.694202572","5.0299764572","5.5908271008","5.0298859642","4.6724934992","4.6585416549","5.1743793334","4.7127378324","4.5288021766","4.6249819945","5.2183198387","4.5400642116","4.4214328655","4.6382908458","4.721839531","3.9653427539","3.9839667495","4.3673986786","4.2913131748","3.8791234848","null"
"GA_TES","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5.743191489","6.89372093","4.482666667","5.094680851","5.743191489","6.8859257983","4.3819715697","4.9386487912","5.561010115","6.3079890187","4.1024385197","4.9448939992","5.3742594905","6.2001334761","3.5369607604","4.7056851517","5.2287253296","5.7506732996","3.8496020785","5.1328793036","5.6406494214","6.290255482","3.8501492232","4.934971032","5.1542270075","6.3338843116","3.8435389409","4.5256987742","5.226993132","6.1641787983","3.2686602685","4.5313881737","4.9259721906","6.3705998723","3.4510739055","4.5458633686","5.2763285394","6.421951543","3.2873905255","4.5430364532","5.4609683286","6.2216344162","3.445438004","4.2031914439","5.0536412235","6.1112189668","3.6708535707","4.212455782","4.9157637312","6.0661430125","3.2662782759","4.1001896722","4.8104652135","5.215273014","2.8175022783","4.1414803869"
"GA_ARIMA","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.0","0.0","0.0","0.0","5.7431910347","6.8937203847","4.4826663124","5.094680448","5.6979684884","6.3538143501","4.1488940237","5.1227825441","5.5548784294","6.3713511059","3.7417342782","4.9264059995","5.3974863088","5.7731406033","3.7816812398","5.0785210014","5.6258289476","6.392344397","3.9261833386","4.9942171433","5.2207096789","6.4252634245","3.9322337833","4.6493713433","5.3765940002","6.384537818","3.3867245771","4.6462994406","5.0032615359","6.4220056437","3.465093295","4.575421316","5.3607928948","6.4724828136","3.3216798336","4.5142711751","5.5263064713","6.3298909649","3.6274616638","4.2865664775","5.0898923114","6.1516985012","3.7750153838","4.3446261935","5.003146954","6.1334975554","3.4562240645","4.3828352958","5.0829308972","5.3269204743","3.0452615633","4.3796891188"
